ID,Name,PackageManager,Platform,Description,HomepageURL,SourceCodeURL,Maintainer,License,Author
379,imagemagick,Conan,C/C++,"ImageMagick is a free and open-source software suite for displaying, converting, and editing raster image and vector image files",https://github.com/conan-io/conan-center-index,,,ImageMagick,
380,imagl,Conan,C/C++,A lightweight library to load image for OpenGL application.,https://github.com/conan-io/conan-center-index,,,GPL-3.0-or-later,
381,imake,Conan,C/C++,Obsolete C preprocessor interface to the make utility,https://github.com/conan-io/conan-center-index,,,MIT,
382,imgui,Conan,C/C++,Bloat-free Immediate Mode Graphical User interface for C++ with minimal dependencies,https://github.com/conan-io/conan-center-index,,,MIT,
383,imguizmo,Conan,C/C++,Immediate mode 3D gizmo for scene editing and other controls based on Dear Imgui,https://github.com/conan-io/conan-center-index,,,MIT,
384,immer,Conan,C/C++,Postmodern immutable and persistent data structures for C++---value semantics at scale,https://github.com/conan-io/conan-center-index,,,BSL-1.0,
385,implot,Conan,C/C++,Advanced 2D Plotting for Dear ImGui,https://github.com/conan-io/conan-center-index,,,MIT,
386,indicators,Conan,C/C++,Activity Indicators for Modern C++,https://github.com/conan-io/conan-center-index,,,MIT,
387,influxdb-cpp,Conan,C/C++,C++ client for InfluxDB.,https://github.com/conan-io/conan-center-index,,,MIT,
388,inih,Conan,C/C++,"Simple .INI file parser in C, good for embedded systems ",https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
389,inja,Conan,C/C++,"Inja is a template engine for modern C++, loosely inspired by jinja for python",https://github.com/conan-io/conan-center-index,,,MIT,
390,intel-neon2sse,Conan,C/C++,Header only library intended to simplify ARM->IA32 porting,https://github.com/conan-io/conan-center-index,,,BSD-2-Clause,
392,iqa,Conan,C/C++,Image Quality Analysis Library,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
393,irrxml,Conan,C/C++,irrXML is a simple and fast open source xml parser for C++,https://github.com/conan-io/conan-center-index,,,ZLIB,
394,isl,Conan,C/C++,isl is a library for manipulating sets and relations of integer points bounded by linear constraints.,https://github.com/conan-io/conan-center-index,,,MIT,
395,itk,Conan,C/C++,Insight Segmentation and Registration Toolkit,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
396,itlib,Conan,C/C++,A collection of small single-header C++ libraries similar to or extending the C++ standard library.,https://github.com/conan-io/conan-center-index,,,MIT,
397,ixwebsocket,Conan,C/C++,IXWebSocket is a C++ library for WebSocket client and server development,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
398,jansson,Conan,C/C++,"C library for encoding, decoding and manipulating JSON data",https://github.com/conan-io/conan-center-index,,,MIT,
399,jasper,Conan,C/C++,JasPer Image Processing/Coding Tool Kit,https://github.com/conan-io/conan-center-index,,,JasPer License Version 2.0,
400,jbig,Conan,C/C++,jbig for the Windows build of ImageMagick,https://github.com/conan-io/conan-center-index,,,GPL-2.0,
401,jemalloc,Conan,C/C++,jemalloc is a general purpose malloc(3) implementation that emphasizes fragmentation avoidance and scalable concurrency support.,https://github.com/conan-io/conan-center-index,,,BSD-2-Clause,
402,jerryscript,Conan,C/C++,Ultra-lightweight JavaScript engine for the Internet of Things,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
403,jfalcou-eve,Conan,C/C++,Expressive Velocity Engine - reimplementation of the old Boost.SIMD on C++20,https://github.com/conan-io/conan-center-index,,,MIT,
404,jinja2cpp,Conan,C/C++,Jinja2 C++ (and for C++) almost full-conformance template engine implementation,https://github.com/conan-io/conan-center-index,,,MIT,
406,jpcre2,Conan,C/C++,Header-only C++ wrapper for PCRE2 library.,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
407,jpeg-compressor,Conan,C/C++,C++ JPEG compression/fuzzed low-RAM JPEG decompression codec with Public Domain or Apache 2.0 license,https://github.com/conan-io/conan-center-index,,,Unlicense,
408,json-c,Conan,C/C++,JSON-C - A JSON implementation in C,https://github.com/conan-io/conan-center-index,,,MIT,
409,json-schema-validator,Conan,C/C++,JSON schema validator for JSON for Modern C++ ,https://github.com/conan-io/conan-center-index,,,MIT,
410,json_dto,Conan,C/C++,A small header-only helper for converting data between json representation and c++ structs,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
411,jsoncpp,Conan,C/C++,A C++ library for interacting with JSON.,https://github.com/conan-io/conan-center-index,,,MIT,
412,jsonformoderncpp,Conan,C/C++,JSON for Modern C++ parser and generator.,https://github.com/conan-io/conan-center-index,,,MIT,
413,jsonnet,Conan,C/C++,Jsonnet - The data templating language,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
414,jthread-lite,Conan,C/C++,jthread lite - C++20's jthread for C++11 and later in a single-file header-only library ,https://github.com/conan-io/conan-center-index,,,BSL-1.0,
415,jwasm,Conan,C/C++,JWasm is intended to be a free Masm-compatible assembler.,https://github.com/conan-io/conan-center-index,,,Watcom-1.0,
416,jwt-cpp,Conan,C/C++,A C++ JSON Web Token library for encoding/decoding,https://github.com/conan-io/conan-center-index,,,MIT,
417,jxrlib,Conan,C/C++,jxrlib is JPEG XR Image Codec reference implementation library released by Microsoft under BSD-2-Clause License.,https://github.com/conan-io/conan-center-index,,,BSD-2-Clause,
418,kainjow-mustache,Conan,C/C++,Mustache text templates for modern C++,https://github.com/conan-io/conan-center-index,,,BSL-1.0,
419,kaitai_struct_cpp_stl_runtime,Conan,C/C++,kaitai struct c++ runtime library,https://github.com/conan-io/conan-center-index,,,MIT,
420,kangaru,Conan,C/C++,"A dependency injection container for C++11, C++14 and later",https://github.com/conan-io/conan-center-index,,,MIT,
421,kcov,Conan,C/C++,"Code coverage tool for compiled programs, Python and Bash        which uses debugging information to collect and report data without            special compilation options",https://github.com/conan-io/conan-center-index/,,,GPL-2.0,
422,kcp,Conan,C/C++,A Fast and Reliable ARQ Protocol,https://github.com/conan-io/conan-center-index,,,MIT,
423,kealib,Conan,C/C++,C++ library providing complete access to the KEA image format.,https://github.com/conan-io/conan-center-index,,,MIT,
424,keychain,Conan,C/C++,A cross-platform wrapper for the operating system's credential storage,https://github.com/conan-io/conan-center-index,,,MIT,
426,kissfft,Conan,C/C++,"a Fast Fourier Transform (FFT) library that tries to Keep it Simple, Stupid",https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
427,kitten,Conan,C/C++,A small C++ library inspired by Category Theory focused on functional composition.,https://github.com/conan-io/conan-center-index,,,MIT,
428,ktx,Conan,C/C++,Khronos Texture library and tool.,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
429,kuba-zip,Conan,C/C++,"A portable, simple zip library written in C",https://github.com/conan-io/conan-center-index,,,Unlicense,
430,laszip,Conan,C/C++,C++ library for lossless LiDAR compression.,https://github.com/conan-io/conan-center-index,,,LGPL-2.1,
431,lcms,Conan,C/C++,"A free, open source, CMM engine.",https://github.com/conan-io/conan-center-index,,,MIT,
432,lemon,Conan,C/C++,The Lemon program reads a grammar of the input language and emits C-code to implement a parser for that language.,https://github.com/conan-io/conan-center-index,,,Unlicense,
433,leptonica,Conan,C/C++,Library containing software that is broadly useful for image processing and image analysis applications.,https://github.com/conan-io/conan-center-index,,,BSD 2-Clause,
434,lerc,Conan,C/C++,C++ library for limited Error Raster Compression.,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
435,lest,Conan,C/C++,"A modern, C++11-native, single-file header-only, tiny framework for unit-tests, TDD and BDD.",https://github.com/conan-io/conan-center-index,,,BSL-1.0,
436,leveldb,Conan,C/C++,LevelDB is a fast key-value storage library written at Google that provides an ordered mapping from string keys to string values.,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
437,libaec,Conan,C/C++,Adaptive Entropy Coding library,https://github.com/conan-io/conan-center-index,,,BSD-2-Clause,
438,libalsa,Conan,C/C++,"Library of ALSA: The Advanced Linux Sound Architecture, that provides audio and MIDI functionality to the Linux operating system",https://github.com/conan-io/conan-center-index,,,LGPL-2.1,
439,libaom-av1,Conan,C/C++,AV1 Codec Library,https://github.com/conan-io/conan-center-index,,,BSD-2-Clause,
440,libarchive,Conan,C/C++,Multi-format archive and compression library,https://github.com/conan-io/conan-center-index,,,BSD-2-Clause,
441,libatomic_ops,Conan,C/C++,The atomic_ops project (Atomic memory update operations portable implementation),https://github.com/conan-io/conan-center-index,,,GPL-2.0-or-later,
442,libattr,Conan,C/C++,Commands for Manipulating Filesystem Extended Attributes,https://github.com/conan-io/conan-center-index,,,GPL-2.0-or-later,
443,libavrocpp,Conan,C/C++,Avro is a data serialization system.,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
444,libb2,Conan,C/C++,"libb2 is a library that implemets the BLAKE2 cryptographic hash function, which is faster than MD5,                     SHA-1, SHA-2, and SHA-3, yet is at least as secure as the latest standard SHA-3",https://github.com/conan-io/conan-center-index,,,CC0-1.0,
445,libbacktrace,Conan,C/C++,A C library that may be linked into a C/C++ program to produce symbolic backtraces.,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
446,libbasisu,Conan,C/C++,Basis Universal Supercompressed GPU Texture Codec,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
447,libbpf,Conan,C/C++,eBPF helper library,https://github.com/conan-io/conan-center-index,,,LGPL-2.1,
448,libbsd,Conan,C/C++,"This library provides useful functions commonly found on BSD systems, and lacking on others like GNU systems, thus making it easier to port projects with strong BSD origins, without needing to embed the same code over and over again on each project.",https://github.com/conan-io/conan-center-index,,,ISC,
449,libcap,Conan,C/C++,This is a library for getting and setting POSIX.1e (formerly POSIX 6) draft 15 capabilities,https://github.com/conan-io/conan-center-index,,,GPL-2.0-only,
450,libcbor,Conan,C/C++,CBOR protocol implementation for C,https://github.com/conan-io/conan-center-index,,,MIT,
451,libccd,Conan,C/C++,Library for collision detection between two convex shapes.,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
452,libcds,Conan,C/C++,C++11 library of Concurrent Data Structures.,https://github.com/conan-io/conan-center-index,,,BSL-1.0,
453,libcheck,Conan,C/C++,A unit testing framework for C,https://github.com/conan-io/conan-center-index,,,https://github.com/libcheck/check,
454,libcoap,Conan,C/C++,A CoAP (RFC 7252) implementation in C,https://github.com/conan-io/conan-center-index,,,BSD-2-Clause,
455,libconfig,Conan,C/C++,C/C++ library for processing configuration files,https://github.com/conan-io/conan-center-index,,,LGPL-2.1,
456,libconfuse,Conan,C/C++,Small configuration file parser library for C,https://github.com/conan-io/conan-center-index,,,ISC,
457,libcorrect,Conan,C/C++,C library for Convolutional codes and Reed-Solomon,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
458,libcpuid,Conan,C/C++,libcpuid  is a small C library for x86 CPU detection and feature extraction,https://github.com/conan-io/conan-center-index,,,https://github.com/anrieff/libcpuid,
459,libcurl,Conan,C/C++,command line tool and library for transferring data with URLs,https://github.com/conan-io/conan-center-index,,,MIT,
460,libdaemon,Conan,C/C++,a lightweight C library that eases the writing of UNIX daemons,https://github.com/conan-io/conan-center-index,,,LGPL-2.1-or-later,
461,libdb,Conan,C/C++,Berkeley DB is a family of embedded key-value database libraries providing scalable high-performance data management services to applications,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
462,libdc1394,Conan,C/C++,libdc1394 provides a complete high level API to control IEEE 1394 based cameras,https://github.com/conan-io/conan-center-index,,,LGPL-2.1-or-later,
463,libde265,Conan,C/C++,Open h.265 video codec implementation.,https://github.com/conan-io/conan-center-index,,,LGPL-3.0-or-later,
464,libdeflate,Conan,C/C++,Heavily optimized library for DEFLATE/zlib/gzip compression and decompression.,https://github.com/conan-io/conan-center-index,,,MIT,
465,libdisasm,Conan,C/C++,The libdisasm library provides basic disassembly of Intel x86 instructions from a binary stream.,https://github.com/conan-io/conan-center-index,,,MIT,
466,libdispatch,Conan,C/C++,Grand Central Dispatch (GCD or libdispatch) provides comprehensive support for concurrent code execution on multicore hardware.,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
467,libdivide,Conan,C/C++,Header-only C/C++ library for optimizing integer division.,https://github.com/conan-io/conan-center-index,,,Zlib,
468,libdwarf,Conan,C/C++,A library and a set of command-line tools for reading and writing DWARF2,https://github.com/conan-io/conan-center-index,,,LGPL-2.1,
469,libdxfrw,Conan,C/C++,C++ library to read/write DXF and read DWG files,https://github.com/conan-io/conan-center-index,,,GPL-2.0-or-later,
470,libe57format,Conan,C/C++,Library for reading & writing the E57 file format,https://github.com/conan-io/conan-center-index,,,BSL-1.0,
471,libelf,Conan,C/C++,ELF object file access library,https://github.com/conan-io/conan-center-index,,,LGPL-2.0,
472,libelfin,Conan,C/C++,C++11 library for reading ELF binaries and DWARFv4 debug information,https://github.com/conan-io/conan-center-index,,,MIT,
473,libepoxy,Conan,C/C++,libepoxy is a library for handling OpenGL function pointer management,https://github.com/conan-io/conan-center-index,,,MIT,
474,libest,Conan,C/C++,EST is used for secure certificate enrollment,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
475,libev,Conan,C/C++,A full-featured and high-performance event loop that is loosely modelled after libevent,https://github.com/conan-io/conan-center-index,,,BSD-2-Clause,
476,libevent,Conan,C/C++,libevent - an event notification library,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
477,libexif,Conan,C/C++,"libexif is a library for parsing, editing, and saving EXIF data.",https://github.com/conan-io/conan-center-index,,,LGPL-2.1,
478,libfabric,Conan,C/C++,Open Fabric Interfaces,https://github.com/conan-io/conan-center-index,,,BSD-2-Clause,
479,libfdk_aac,Conan,C/C++,A standalone library of the Fraunhofer FDK AAC code from Android,https://github.com/conan-io/conan-center-index,,,https://github.com/mstorsjo/fdk-aac/blob/master/NOTICE,
480,libffi,Conan,C/C++,"A portable, high level programming interface to various calling conventions",https://github.com/conan-io/conan-center-index,,,MIT,
483,libftdi,Conan,C/C++,A library to talk to FTDI chips,https://github.com/conan-io/conan-center-index,,,LGPL-2.0-only,
485,libgcrypt,Conan,C/C++,Libgcrypt is a general purpose cryptographic library originally based on code from GnuPG,https://github.com/conan-io/conan-center-index,,,LGPL-2.1-or-later,
486,libgd,Conan,C/C++,GD is an open source code library for the dynamic creation of images by programmers.,https://github.com/conan-io/conan-center-index,,,BSD-like,
487,libgeotiff,Conan,C/C++,"Libgeotiff is an open source library normally hosted on top of libtiff for reading, and writing GeoTIFF information tags.",https://github.com/conan-io/conan-center-index,,,MIT,
488,libgettext,Conan,C/C++,An internationalization and localization system for multilingual programs,https://github.com/conan-io/conan-center-index,,,GPL-3.0-or-later,
489,libgit2,Conan,C/C++,"libgit2 is a portable, pure C implementation of the Git core methods provided as a re-entrant linkable library with a solid API",https://github.com/conan-io/conan-center-index,,,GPL-2.0-linking-exception,
490,libgpg-error,Conan,C/C++,Libgpg-error is a small library that originally defined common error values for all GnuPG components.,https://github.com/conan-io/conan-center-index,,,GPL-2.0-or-later,
492,libgpiod,Conan,C/C++,C library and tools for interacting with the linux GPIO character device,https://github.com/conan-io/conan-center-index,,,LGPL-2.1-or-later,
493,libgta,Conan,C/C++,Library that reads and writes GTA (Generic Tagged Arrays) files.,https://github.com/conan-io/conan-center-index,,,LGPL-2.1-or-later,
494,libharu,Conan,C/C++,"Haru is a free, cross platform, open-sourced software library for generating PDF.",https://github.com/conan-io/conan-center-index,,,ZLIB,
495,libheif,Conan,C/C++,libheif is an HEIF and AVIF file format decoder and encoder.,https://github.com/conan-io/conan-center-index,,,LGPL-3.0-only,
496,libiberty,Conan,C/C++,A collection of subroutines used by various GNU programs,https://github.com/conan-io/conan-center-index,,,LGPL-2.1,
497,libiconv,Conan,C/C++,Convert text to and from Unicode,https://github.com/conan-io/conan-center-index,,,LGPL-2.1,
498,libid3tag,Conan,C/C++,ID3 tag manipulation library.,https://github.com/conan-io/conan-center-index,,,GPL-2.0-or-later,
499,libidn,Conan,C/C++,"GNU Libidn is a fully documented implementation of the Stringprep, Punycode and IDNA 2003 specifications.",https://github.com/conan-io/conan-center-index,,,GPL-3.0-or-later,
500,libidn2,Conan,C/C++,"GNU Libidn is a fully documented implementation of the Stringprep, Punycode and IDNA 2003 specifications.",https://github.com/conan-io/conan-center-index,,,GPL-3.0-or-later,
501,libigl,Conan,C/C++,Simple C++ geometry processing library,https://github.com/conan-io/conan-center-index,,,MPL-2.0,
502,libjpeg,Conan,C/C++,Libjpeg is a widely used C library for reading and writing JPEG image files.,https://github.com/conan-io/conan-center-index,,,http://ijg.org/files/README,
503,libjpeg-turbo,Conan,C/C++,SIMD-accelerated libjpeg-compatible JPEG codec library,https://github.com/conan-io/conan-center-index,,,"BSD-3-Clause, Zlib",
504,libjxl,Conan,C/C++,JPEG XL image format reference implementation,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
505,libkml,Conan,C/C++,Reference implementation of OGC KML 2.2,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
506,libltc,Conan,C/C++,Linear/Logitudinal Time Code (LTC) Library,https://github.com/conan-io/conan-center-index,,,LGPL-3.0,
507,libmad,Conan,C/C++,MAD is a high-quality MPEG audio decoder.,https://github.com/conan-io/conan-center-index,,,GPL-2.0-or-later,
508,libmaxminddb,Conan,C/C++,C library for the MaxMind DB file format,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
509,libmbus,Conan,C/C++,Meter-bus library and utility programs,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
510,libmediainfo,Conan,C/C++,MediaInfo is a convenient unified display of the most relevant technical and tag data for video and audio files,https://github.com/conan-io/conan-center-index,,,BSD-2-Clause,
511,libmetalink,Conan,C/C++,Libmetalink is a library to read Metalink XML download description format. It supports both Metalink version 3 and Metalink version 4 (RFC 5854).,https://github.com/conan-io/conan-center-index,,,MIT,
512,libmikmod,Conan,C/C++,"Module player and library supporting many formats, including mod, s3m, it, and xm.",https://github.com/conan-io/conan-center-index,,,LGPL-2.1-or-later,
513,libmnl,Conan,C/C++,Minimalistic Netlink communication library,https://github.com/conan-io/conan-center-index,,,LGPL-2.1-or-later,
514,libmodbus,Conan,C/C++,libmodbus is a free software library to send/receive data according to the Modbus protocol,https://github.com/conan-io/conan-center-index,,,LGPL-2.1,
515,libmodplug,Conan,C/C++,libmodplug - the library which was part of the Modplug-xmms project,https://github.com/conan-io/conan-center-index,,,Unlicense,
516,libmorton,Conan,C/C++,"C++ header-only library with methods to efficiently encode/decode 64, 32 and 16-bit Morton codes and coordinates, in 2D and 3D.",https://github.com/conan-io/conan-center-index,,,MIT,
517,libmount,Conan,C/C++,"The libmount library is used to parse /etc/fstab, /etc/mtab and /proc/self/mountinfo files, manage the mtab file, evaluate mount options, etc",https://github.com/conan-io/conan-center-index,,,GPL-2.0-or-later,
518,libmp3lame,Conan,C/C++,LAME is a high quality MPEG Audio Layer III (MP3) encoder licensed under the LGPL.,https://github.com/conan-io/conan-center-index,,,LGPL-2.0,
519,libmysqlclient,Conan,C/C++,A MySQL client library for C development.,https://github.com/conan-io/conan-center-index,,,GPL-2.0,
520,libnet,Conan,C/C++,Libnet is an API to help with the construction and injection of network packets.,https://github.com/conan-io/conan-center-index,,,BSD-2-Clause,
521,libnetfilter_conntrack,Conan,C/C++,userspace library that provides an API to the in-kernel connection tracking state table,https://github.com/conan-io/conan-center-index,,,GPL-2.0-or-later,
522,libnetfilter_queue,Conan,C/C++,userspace library that provides an API to packets that have been queued by the kernel packet filter,https://github.com/conan-io/conan-center-index,,,GPL-2.0-or-later,
523,libnfnetlink,Conan,C/C++,low-level library for netfilter related kernel/userspace communication,https://github.com/conan-io/conan-center-index,,,GPL-2.0-or-later,
524,libnghttp2,Conan,C/C++,HTTP/2 C Library and tools,https://github.com/conan-io/conan-center-index,,,MIT,
525,libnl,Conan,C/C++,A collection of libraries providing APIs to netlink protocol based Linux kernel interfaces.,https://github.com/conan-io/conan-center-index,,,LGPL-2.1-only,
526,libnoise,Conan,C/C++,"A general-purpose library that generates three-dimensional coherent noise. Useful for terrain generation and procedural texture generation. Uses a broad number of techniques (Perlin noise, ridged multifractal, etc.) and combinations of those techniques.",https://github.com/conan-io/conan-center-index,,,LGPL-2.1-or-later,
527,libnop,Conan,C/C++,libnop is a header-only library for serializing and deserializing C++ data types without external code generators or runtime support libraries.,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
528,libnova,Conan,C/C++,"libnova is a general purpose, double precision, celestial mechanics, astrometry and astrodynamics library.",https://github.com/conan-io/conan-center-index,,,LGPL-2.0-only,
529,libnuma,Conan,C/C++,NUMA support for Linux.,https://github.com/conan-io/conan-center-index,,,LGPL-2.1-or-later,
530,libpcap,Conan,C/C++,libpcap is an API for capturing network traffic,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
531,libpng,Conan,C/C++,libpng is the official PNG file format reference library.,https://github.com/conan-io/conan-center-index,,,libpng-2.0,
532,libpq,Conan,C/C++,The library used by all the standard PostgreSQL tools.,https://github.com/conan-io/conan-center-index,,,PostgreSQL,
533,libpqxx,Conan,C/C++,The official C++ client API for PostgreSQL,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
534,libproperties,Conan,C/C++,libproperties is a library to parse the Java .properties files. It was writen in pure C. And fully compatible with the Java .properties file format.,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
535,libpsl,Conan,C/C++,C library for the Public Suffix List,https://github.com/conan-io/conan-center-index,,,GPL-2.0-or-later,
536,libqrencode,Conan,C/C++,A fast and compact QR Code encoding library,https://github.com/conan-io/conan-center-index,,,LGPL-2.1-or-later,
537,librasterlite,Conan,C/C++,librasterlite is an open source library that stores and retrieves huge raster coverages using a SpatiaLite DBMS.,https://github.com/conan-io/conan-center-index,,,MPL-1.1,
538,librasterlite2,Conan,C/C++,librasterlite2 is an open source library that stores and retrieves huge raster coverages using a SpatiaLite DBMS.,https://github.com/conan-io/conan-center-index,,,MPL-1.1,
539,libraw,Conan,C/C++,"LibRaw is a library for reading RAW files obtained from digital photo cameras (CRW/CR2, NEF, RAF, DNG, and others).",https://github.com/conan-io/conan-center-index,,,CDDL-1.0/LGPL-2.1-only,
540,librdkafka,Conan,C/C++,Librdkafka is an Apache Kafka C/C++ library designed with message delivery reliability and high performance in mind.,https://github.com/conan-io/conan-center-index,,,BSD-2-Clause,
542,libressl,Conan,C/C++,"LibreSSL is a version of the TLS/crypto stack forked from OpenSSL in 2014, with goals of modernizing the codebase, improving security, and applying best practice development processes.",https://github.com/conan-io/conan-center-index,,,OpenSSL,
543,librhash,Conan,C/C++,Great utility for computing hash sums,https://github.com/conan-io/conan-center-index,,,MIT,
544,librttopo,Conan,C/C++,The RT Topology Library exposes an API to create and manage standard (ISO 13249 aka SQL/MM) topologies.,https://github.com/conan-io/conan-center-index,,,GPL-2.0-or-later,
545,libsafec,Conan,C/C++,"This library implements the secure C11 Annex K[^5] functions on top of most libc implementations, which are missing from them.",https://github.com/conan-io/conan-center-index,,,MIT,
546,libsamplerate,Conan,C/C++,libsamplerate (also known as Secret Rabbit Code) is a library for performing sample rate conversion of audio data.,https://github.com/conan-io/conan-center-index,,,BSD-2-Clause,
547,libsass,Conan,C/C++,A C/C++ implementation of a Sass compiler,https://github.com/conan-io/conan-center-index,,,MIT,
548,libsecret,Conan,C/C++,A library for storing and retrieving passwords and other secrets,https://github.com/conan-io/conan-center-index,,,LGPL-2.1-or-later,
549,libselinux,Conan,C/C++,Security-enhanced Linux is a patch of the Linux kernel and a number of utilities with enhanced security functionality designed to add mandatory access controls to Linux,https://github.com/conan-io/conan-center-index,,,Unlicense,
550,libsgp4,Conan,C/C++,C++11 library for SGP4 Simplified perturbations model.,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
551,libsigcpp,Conan,C/C++,libsigc++ implements a typesafe callback system for standard C++.,https://github.com/conan-io/conan-center-index,,,LGPL-3.0,
552,libsmacker,Conan,C/C++,A C library for decoding .smk Smacker Video files,https://github.com/conan-io/conan-center-index,,,LGPL-2.1-or-later,
553,libsndfile,Conan,C/C++,Libsndfile is a library of C routines for reading and writing files containing sampled audio data.,https://github.com/conan-io/conan-center-index,,,LGPL-2.1,
554,libsodium,Conan,C/C++,A modern and easy-to-use crypto library.,https://github.com/conan-io/conan-center-index,,,ISC,
555,libsolace,Conan,C/C++,High performance components for mission critical applications,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
556,libspatialindex,Conan,C/C++,"C++ implementation of R*-tree, an MVR-tree and a TPR-tree with C API.",https://github.com/conan-io/conan-center-index,,,MIT,
557,libspatialite,Conan,C/C++,SpatiaLite is an open source library intended to extend the SQLite core to support fully fledged Spatial SQL capabilities.,https://github.com/conan-io/conan-center-index,,,MPL-1.1,
558,libsquish,Conan,C/C++,The libSquish library compresses images with the DXT standard (also known as S3TC).,https://github.com/conan-io/conan-center-index,,,MIT,
559,libsrtp,Conan,C/C++,"This package provides an implementation of the Secure Real-time TransportProtocol (SRTP), the Universal Security Transform (UST), and a supportingcryptographic kernel.",https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
560,libssh2,Conan,C/C++,libssh2 is a client-side C library implementing the SSH2 protocol,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
561,libstudxml,Conan,C/C++,"A streaming XML pull parser and streaming XML serializer implementation for modern, standard C++.",https://github.com/conan-io/conan-center-index,,,MIT,
562,libsvm,Conan,C/C++,"Libsvm is a simple, easy-to-use, and efficient software for SVM classification and regression",https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
563,libsystemd,Conan,C/C++,System and Service Manager API library,https://github.com/conan-io/conan-center-index,,,LGPL-2.1-or-later,
564,libtar,Conan,C/C++,libtar is a library for manipulating tar files from within C programs.,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
565,libtasn1,Conan,C/C++,"Libtasn1 is the ASN.1 library used by GnuTLS, p11-kit and some other packages.",https://github.com/conan-io/conan-center-index,,,LGPL-2.1-or-later,
566,libtiff,Conan,C/C++,Library for Tag Image File Format (TIFF),https://github.com/conan-io/conan-center-index,,,MIT,
567,libtins,Conan,C/C++,"High-level, multiplatform C++ network packet sniffing and crafting library.",https://github.com/conan-io/conan-center-index,,,BSD-2-Clause,
568,libtommath,Conan,C/C++,LibTomMath is a free open source portable number theoretic multiple-precision integer library written entirely in C.,https://github.com/conan-io/conan-center-index,,,Unlicense,
569,libtool,Conan,C/C++,GNU libtool is a generic library support script. ,https://github.com/conan-io/conan-center-index,,,GPL-2.0-or-later,
570,libtorrent,Conan,C/C++,libtorrent is a feature complete C++ bittorrent implementation focusing on efficiency and scalability,https://github.com/conan-io/conan-center-index,,,BSD-3-clause,
571,libucl,Conan,C/C++,Universal configuration library parser,https://github.com/conan-io/conan-center-index,,,BSD-2-Clause,
573,libui,Conan,C/C++,Simple and portable GUI library in C that uses the native GUI technologies of each platform it supports.,https://github.com/conan-io/conan-center-index,,,MIT,
574,libunistring,Conan,C/C++,This library provides functions for manipulating Unicode strings and for manipulating C strings according to the Unicode standard.,https://github.com/conan-io/conan-center-index,,,LGPL-3.0-or-later,
575,libunwind,Conan,C/C++,Manipulate the preserved state of each call-frame and resume the execution at any point.,https://github.com/conan-io/conan-center-index,,,MIT,
576,liburing,Conan,C/C++,"helpers to setup and teardown io_uring instances, and also a simplified interface for applications that don't need (or want) to deal with the full kernel side implementation.",https://github.com/conan-io/conan-center-index,,,GPL-2.0-or-later,
577,libusb,Conan,C/C++,A cross-platform library to access USB devices,https://github.com/conan-io/conan-center-index,,,LGPL-2.1,
578,libusb-compat,Conan,C/C++,A compatibility layer allowing applications written for libusb-0.1 to work with libusb-1.0,https://github.com/conan-io/conan-center-index,,,LGPL-2.1,
579,libuuid,Conan,C/C++,Portable uuid C library,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
580,libuv,Conan,C/C++,A multi-platform support library with a focus on asynchronous I/O,https://github.com/conan-io/conan-center-index,,,MIT,
581,libuvc,Conan,C/C++,A cross-platform library for USB video devices,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
